iter	Logloss
177	0.1936490129
178	0.1930882291
179	0.1926357688
180	0.1920713099
181	0.1914347207
182	0.1909571159
183	0.1904694045
184	0.1897287136
185	0.1890350435
186	0.1885097085
187	0.1879873625
188	0.1875257259
189	0.1871210889
190	0.1864631118
191	0.185907108
192	0.1853040021
193	0.1847342747
194	0.1843782751
195	0.1839915718
196	0.1835671285
197	0.1829675465
198	0.1823841886
199	0.1818865334
200	0.181385866
201	0.1807496722
202	0.1803088537
203	0.1798188745
204	0.1793952802
205	0.1789550549
206	0.178378675
207	0.1778423612
208	0.1775049117
209	0.1770185145
210	0.1765555638
211	0.1761911439
212	0.1756074836
213	0.1751561979
214	0.1747713322
215	0.1742794223
216	0.1738955916
217	0.1734893962
218	0.173025422
219	0.1727010448
220	0.17230684
221	0.1720284834
222	0.1716920457
223	0.1713478507
224	0.170903485
225	0.1705083382
226	0.1700586459
227	0.1698424176
228	0.1693803043
229	0.1689657235
230	0.1685290918
231	0.1682620514
232	0.1679477575
233	0.1674090362
234	0.1670074695
235	0.166456083
236	0.1661972302
237	0.1658050374
238	0.1655419512
239	0.1651421175
240	0.164747936
241	0.1644962823
242	0.1642631903
243	0.1637360294
244	0.1632916288
245	0.1629677284
246	0.1626224285
247	0.1624047117
248	0.1620080529
249	0.161650867
250	0.161276608
251	0.1609576388
252	0.1607662061
253	0.1605439768
254	0.1601322337
255	0.1597551718
256	0.1594858053
257	0.1592221725
258	0.1589031917
259	0.158672798
260	0.1584653389
261	0.1581893084
262	0.1578739445
263	0.157598542
264	0.1573913156
265	0.1571428485
266	0.1569192584
267	0.1567269069
268	0.1565442202
269	0.1562334154
270	0.1559486854
271	0.155664223
272	0.1554547054
273	0.1550353097
274	0.1547308899
275	0.1545681139
276	0.1543175767
277	0.1541039304
278	0.1538408442
279	0.1535313188
280	0.1532777228
281	0.1530580404
282	0.1527010173
283	0.1525459638
284	0.152274597
285	0.1520746045
286	0.1517041951
287	0.1515307892
288	0.1511095908
289	0.1508816859
290	0.1506693072
291	0.1505057405
292	0.1502226155
293	0.1500392309
294	0.1499136715
295	0.1495293524
296	0.1491446844
297	0.1487868356
298	0.1484145537
299	0.1481072961
300	0.1478287301
301	0.1476549753
302	0.1474807669
303	0.1472281944
304	0.1469235304
305	0.1467879923
306	0.1465953269
307	0.1464823281
308	0.1461519846
309	0.1460062236
310	0.145737334
311	0.1454952519
312	0.1452468314
313	0.1450149141
314	0.1448408685
315	0.1443886524
316	0.1442621278
317	0.1441305905
318	0.1440045194
319	0.1437407703
320	0.1435667829
321	0.1433633362
322	0.1432323921
323	0.1430701046
324	0.1428842428
325	0.1426322169
326	0.1424303055
327	0.1422102626
328	0.1420224701
329	0.1417868777
330	0.141533084
331	0.1412808721
332	0.1411123159
333	0.1408126296
334	0.1405955175
335	0.1403950249
336	0.1401170056
337	0.1398299845
338	0.1395890538
339	0.1393664872
340	0.1391177526
341	0.1390096851
342	0.1388103439
343	0.1386126076
344	0.1384032994
345	0.138137515
346	0.1378789762
347	0.1376129592
348	0.1374118968
349	0.1371749436
350	0.1368972964
351	0.1366666236
352	0.136469306
353	0.1362755938
354	0.1360791602
355	0.1359477625
356	0.1357643081
357	0.1355603381
358	0.1353689752
359	0.1351268815
360	0.1349564762
361	0.1347572164
362	0.134595871
363	0.1343556846
364	0.1340461359
365	0.1339099233
366	0.1336985216
367	0.133566333
368	0.1333073872
369	0.1330262277
370	0.1329425254
371	0.1327349384
372	0.13255966
373	0.132283141
374	0.1322141508
375	0.1319128013
376	0.1317320684
377	0.1314411163
378	0.1312112343
379	0.1308953704
380	0.1308318464
381	0.13070003
382	0.1305899271
383	0.1302977073
384	0.1301438169
385	0.1299068172
386	0.1296980788
387	0.1295306973
388	0.1293029901
389	0.1291884213
390	0.129048708
391	0.1289492584
392	0.1288670912
393	0.128760803
394	0.1285082887
395	0.1283291375
396	0.1280415233
397	0.1278575572
398	0.1277715869
399	0.1275134436
400	0.127308799
401	0.1271207856
402	0.1268077943
403	0.1267405487
404	0.1266679996
405	0.1264921281
406	0.126290019
407	0.1260753492
408	0.1259007803
409	0.1256227377
410	0.1253812371
411	0.1250988797
412	0.1248153128
413	0.1246439538
414	0.1245647989
415	0.1243680861
416	0.1241479036
417	0.1239400259
418	0.1237683413
419	0.1235884457
420	0.123496044
421	0.1233025644
422	0.1230914767
423	0.1228523487
424	0.1227154615
425	0.1224974888
426	0.1223577057
427	0.1221901731
428	0.1220782559
429	0.1218534795
430	0.1217160225
431	0.1216265167
432	0.1214681021
433	0.1212648066
434	0.1211336764
435	0.1210274115
436	0.1208762425
437	0.1206654339
438	0.1205799638
439	0.1204011964
440	0.1202360828
441	0.1200612115
442	0.1198301664
443	0.1196556673
444	0.1194369618
445	0.1193678437
446	0.1192697897
447	0.1191167948
448	0.1189970156
449	0.1188274709
450	0.1186532742
451	0.1184396511
452	0.1182749097
453	0.1181332425
454	0.1179573827
455	0.1176774793
456	0.1175721797
457	0.1173959476
458	0.1173183162
459	0.1172310434
460	0.1170482054
461	0.1169213435
462	0.116812264
463	0.1166346829
464	0.1164701043
465	0.1164133723
466	0.1162920114
467	0.116148088
468	0.1159274171
469	0.1157706424
470	0.1154783528
471	0.1153783682
472	0.1152838498
473	0.1150897654
474	0.1148524633
475	0.1146981774
476	0.11460174
477	0.1144720636
478	0.1143564015
479	0.1142568588
480	0.11413751
481	0.1139619409
482	0.1137285
483	0.1135734814
484	0.1134779744
485	0.1133490655
486	0.1131945587
487	0.1131508641
488	0.1130768497
489	0.1129670608
490	0.1129094217
491	0.1127849905
492	0.1126705961
493	0.1125185664
494	0.1124780004
495	0.1122882308
496	0.1121797911
497	0.1121084632
498	0.1120833188
499	0.1119556892
500	0.1118302694
501	0.1116715757
502	0.1115892689
503	0.111476119
504	0.1113893928
505	0.111228059
506	0.1111304818
507	0.1110375218
508	0.1108956453
509	0.1107608283
510	0.1106413167
511	0.110449128
512	0.1102733612
513	0.1101466156
514	0.1100301859
515	0.1099467859
516	0.1098644908
517	0.1096730349
518	0.1095876577
519	0.1093898634
520	0.1092916116
521	0.1091369187
522	0.1090392252
523	0.1089291573
524	0.1088659938
525	0.1088274049
526	0.1086392752
527	0.1084508663
528	0.1083434733
529	0.1081851285
530	0.1080263068
531	0.1078632285
532	0.1076902645
533	0.1074962616
534	0.1073424176
535	0.1072079263
536	0.1070712601
537	0.1069686936
538	0.1067930896
539	0.1066771368
540	0.1065455065
541	0.106362087
542	0.1062459946
543	0.1061094331
544	0.1059237922
545	0.1057681223
546	0.1056087773
547	0.1055150962
548	0.1054388721
549	0.1053206862
550	0.1050662994
551	0.1049489045
552	0.1047564948
553	0.1045844846
554	0.1044587624
555	0.1043388436
556	0.1041699503
557	0.1040678838
558	0.1038558425
559	0.1036718182
560	0.1035562725
561	0.1034387844
562	0.1033350549
563	0.1032821376
564	0.1031338645
565	0.1030258551
566	0.1028975045
567	0.1028010671
568	0.1026899524
569	0.1025816057
570	0.1024844937
571	0.102369355
572	0.1022463194
573	0.1021091415
574	0.1020417562
575	0.1019192207
576	0.1018259816
577	0.1016375844
578	0.1015231435
579	0.1013376655
580	0.1011848101
581	0.1009671746
582	0.1008020494
583	0.100705519
584	0.1006459725
585	0.1005706206
586	0.1004555865
587	0.100349938
588	0.1002694804
589	0.1000188502
590	0.09985880735
591	0.09975863666
592	0.09968371508
593	0.09957612433
594	0.09946203232
595	0.09930208253
596	0.09917675577
597	0.09900333823
598	0.09885348343
599	0.09879798424
600	0.0986954061
601	0.09853567728
602	0.0984441827
603	0.09834287225
604	0.09822736135
605	0.0981305983
606	0.09790456586
607	0.09777331934
608	0.09759030691
609	0.09750543571
610	0.09737730026
611	0.09730061089
612	0.09719823046
613	0.0970511262
614	0.09694479151
615	0.09683506082
616	0.09665445002
617	0.09647681073
618	0.09640018533
619	0.09627983047
620	0.09612611445
621	0.09606794032
622	0.09595123151
623	0.0958156702
624	0.09568924439
625	0.09553753457
626	0.09534916064
627	0.09523722021
628	0.09519057158
629	0.09513964304
630	0.09505362627
631	0.09496220728
632	0.09490363191
633	0.09479655289
634	0.09468871791
635	0.09457868483
636	0.09448384076
637	0.09438789182
638	0.09426375133
639	0.09415384618
640	0.0940223845
641	0.09395067866
642	0.09386440603
643	0.09374237061
644	0.09365195763
645	0.09354863516
646	0.09350789466
647	0.09343425239
648	0.09329802234
649	0.0932365685
650	0.09306791934
651	0.09292692091
652	0.092807008
653	0.09268678688
654	0.09256403039
655	0.09248663158
656	0.09238350101
657	0.09234713345
658	0.09225612733
659	0.09209711959
660	0.09200579946
661	0.0918813217
662	0.09183098049
663	0.09175091255
664	0.09157764039
665	0.09146160033
666	0.09139387782
667	0.09133522103
668	0.09117324178
669	0.0910543058
670	0.09092896159
671	0.09083400122
672	0.09070906988
673	0.09061216727
674	0.090512392
675	0.09044031981
676	0.0903225294
677	0.09017065095
678	0.09006896252
679	0.08987973958
680	0.08987365118
681	0.08979376351
682	0.08966780872
683	0.08955793846
684	0.08947283466
685	0.08934851391
686	0.08923971362
687	0.08917649199
688	0.08909896525
689	0.08901671665
690	0.08881696841
691	0.08870403941
692	0.08854561317
693	0.08847160456
694	0.0883417711
695	0.0883244247
696	0.08818142589
697	0.08804590528
698	0.0879432748
699	0.08791323406
700	0.08775691288
701	0.08774301482
702	0.08770194286
703	0.08753959726
704	0.08744985301
705	0.08732736401
706	0.08727847076
707	0.08725325654
708	0.0872109983
709	0.08710628603
710	0.08697177724
711	0.086899455
712	0.08678425812
713	0.08667646966
714	0.08658275372
715	0.08648457178
716	0.08638520939
717	0.08630985167
718	0.08615098348
719	0.08605561605
720	0.0859425475
721	0.08589855055
722	0.08576729239
723	0.08565677666
724	0.08554780774
725	0.08538263019
726	0.08527697586
727	0.08515327733
728	0.08505065848
729	0.08490419388
730	0.08482581813
731	0.08478636858
732	0.08467271851
733	0.084590656
734	0.08445158237
735	0.08431297395
736	0.08424894984
737	0.08414041705
738	0.08405498179
739	0.08401208971
740	0.08389178718
741	0.0838334037
742	0.08371069373
743	0.08362599117
744	0.0835499182
745	0.08342366684
746	0.08333263165
747	0.08327854552
748	0.08312292215
749	0.08301636068
750	0.08283512767
751	0.08278867675
752	0.08270991721
753	0.08263492003
754	0.08250726142
755	0.08236993231
756	0.08232121351
757	0.08227101768
758	0.08208470228
759	0.08203158728
760	0.08198500843
761	0.0819185129
762	0.08180085043
763	0.08170074951
764	0.08161948948
765	0.08147343775
766	0.08134576751
767	0.08127374184
768	0.0811738619
769	0.08109463715
770	0.08102093673
771	0.08092006823
772	0.0807653462
773	0.08066248312
774	0.0805352432
775	0.080511349
776	0.08044868562
777	0.08037119958
778	0.08033503556
779	0.08026196317
780	0.08015381999
781	0.08009677398
782	0.07999099755
783	0.07991204029
784	0.07989050702
785	0.07980125706
786	0.0797358257
787	0.07961061524
788	0.07954697493
789	0.07938002377
790	0.07937621489
791	0.07925510988
792	0.07913035881
793	0.07908501858
794	0.07903756746
795	0.07894806164
796	0.0788983659
797	0.07876484569
798	0.0787155919
799	0.07863150573
800	0.07856882491
801	0.07851127299
802	0.07842718101
803	0.07834156548
804	0.07832627762
805	0.07822355991
806	0.07815974515
807	0.07805275917
808	0.07798027411
809	0.07787750988
810	0.07778063053
811	0.0776247513
812	0.07756414065
813	0.0774996804
814	0.07740195786
815	0.07727121725
816	0.07719274847
817	0.07708610558
818	0.07698137004
819	0.07687887913
820	0.07677024167
821	0.07663486062
822	0.07657149361
823	0.07648512794
824	0.07638767289
825	0.07628690906
826	0.07625446087
827	0.07618730243
828	0.07606434241
829	0.07602825979
830	0.07593640467
831	0.07587089771
832	0.07577344266
833	0.07570811016
834	0.07561984876
835	0.07556117453
836	0.07548181022
837	0.07537992989
838	0.0753044675
839	0.07512294374
840	0.07501262572
841	0.07495259657
842	0.07489092757
843	0.07478672121
844	0.07474874287
845	0.07467403644
846	0.07461175686
847	0.07454651158
848	0.07442209197
849	0.07435945185
850	0.07422337881
851	0.07413597223
852	0.07408899214
853	0.07398780962
854	0.07390675894
855	0.07376277738
856	0.07370601631
857	0.07363471752
858	0.07357387426
859	0.07351996259
860	0.07345705498
861	0.07337619619
862	0.07330525794
863	0.07325085198
864	0.07317399979
865	0.07308531971
866	0.0730153991
867	0.07297471674
868	0.07291177424
869	0.07281737211
870	0.07275946547
871	0.07268001394
872	0.07262739903
873	0.07258253563
874	0.07249748416
875	0.07233196352
876	0.072205497
877	0.0721814458
878	0.07214896272
879	0.07204227331
880	0.07196739825
881	0.07189576219
882	0.07182629515
883	0.0717719299
884	0.07168978017
885	0.07164810925
886	0.07160040227
887	0.07147345892
888	0.07143937088
889	0.07132188285
890	0.07119486972
891	0.07107712583
892	0.07098564869
893	0.070951927
894	0.07088278561
895	0.07083563688
896	0.07078410358
897	0.07070587903
898	0.070630248
899	0.07056810798
900	0.07052921667
901	0.07046814663
902	0.0703923993
903	0.07033321916
904	0.07021619052
905	0.07015442848
906	0.07009708591
907	0.0700688711
908	0.06998930908
909	0.06993383315
910	0.06989053401
911	0.0698137167
912	0.06972928163
913	0.06966197781
914	0.06957784513
915	0.06952542212
916	0.06936622829
917	0.0692854858
918	0.06920914534
919	0.06915989155
920	0.06910572982
921	0.06903682104
922	0.06898437477
923	0.06886470609
924	0.06878959842
925	0.06866041044
926	0.06854766171
927	0.06849551782
928	0.06839918509
929	0.06830863836
930	0.06822824478
931	0.06811047763
932	0.06802661244
933	0.06794887636
934	0.06790461191
935	0.06781682736
936	0.06771388868
937	0.06762585989
938	0.06759598779
939	0.06750912783
940	0.06743634619
941	0.06738405693
942	0.06732031194
943	0.06725867783
944	0.06718575082
945	0.06707762509
946	0.06701712492
947	0.06683932281
948	0.06678240474
949	0.06672653919
950	0.06667168547
951	0.06661840764
952	0.06655929147
953	0.06647668234
954	0.06643391237
955	0.06634503458
956	0.06629476315
957	0.06626964197
958	0.06620401289
959	0.06612772476
960	0.06607481328
961	0.06601098689
962	0.06596017465
963	0.06582138015
964	0.06575690828
965	0.0656701588
966	0.06561468287
967	0.06554051725
968	0.06547319017
969	0.06538994719
970	0.06534676436
971	0.06528717134
972	0.06522072815
973	0.06517448076
974	0.06511821398
975	0.06505089271
976	0.06497162144
977	0.06490389894
978	0.06479801783
979	0.06476489509
980	0.06469211346
981	0.06464048711
982	0.06455705806
983	0.06452299909
984	0.06445406704
985	0.06439183398
986	0.06429263441
987	0.06423030249
988	0.06419681921
989	0.064066695
990	0.06402076744
991	0.06396946674
992	0.06387320379
993	0.0638164718
994	0.06377281212
995	0.06371959826
996	0.0637074738
997	0.06365465536
998	0.06357684368
999	0.06352544412
