selec,start,end,sound.files,File_Offset,Call_Type,Distance,Quality,CallerID,Cert_ID,Context,Cert_Con,Elicitor1_ID,Cert_ID_Elic1,Comments,Alt_Elic1,Alt_Caller,Alt_Con,selec.file,soundID,CallerGrp,CallerSex,CallerDOB,CallerMom,CallerMatr,Elicitor1Grp,Elicitor1Sex,Elicitor1DOB,Elicitor1Mom,Elicitor1Matr,date,CallerAge,Elicitor1Age,CallerBinAge,ElicitorBinAge,CallerAdMale,Elicitor1AdMale,newSocCat,Context2,SndFile,QR1,QR2,Cert_ID_Bin,Cert_Con_Bin,Cert_ID_Elic1_Bin,Con_Usable,file,sprsMed,sprsMbw,sprsEqbw,sprsMc,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,Fw1,Fw2,Fw3,Fw4,Mw1,Mw2,Mw3,Mw4,F1,F2,F3,F4,M1,M2,M3,M4
157,979.368,985.6614002,20200313_1136.WAV,979.368,RUM,5,3,M8.98,1,CCF,1,M8.88,1,NA,NA,NA,NA,20200313_0815_to_20200313_1359.Table.1.selections.txt,20200313_1136_sel157.wav,M8s,F,2/28/1998,M8,M8.88,M8s,F,6/30/1988,M8,M8.88,3/13/2020,8049,11579,adult,adult,no,no,YngA2A,contact,20200313_1136,NA,NA,1,1,1,1,20200313_1136_sel157.wav,0.380477356,0.348069976,0.668565988,0.118817938,0.003643294,0.000280367,0.003029646,0.003526454,-7.60E-05,0.002978409,0.002348576,-0.000473201,0.000561001,-0.003684091,0.000939573,-0.001177923,-0.000548827,0.001050573,-0.00153958,0.004226089,0.002516488,0.000207798,-0.001453556,-0.005263008,0.007041494,-0.001886708,-0.001103183,0.004714131,-0.001352022,-0.002130441,5.06E-05,0.002733107,-0.000149608,0.000845308,-0.0003145,0.002111408,0.000421386,0.001433818,-0.000775241,-0.000876524,-0.000524182,0.000688134,-0.001715897,0.001098428,0.000714774,-0.000376145,-0.000376226,-6.85E-05,-0.000690793,-0.000526311,-0.000224133,-0.001431399,-0.002370466,-0.002341588,0.000459263,-1.71E-05,-0.000962639,-0.000511883,0.004104889,0.000714024,0.000302761,0.000363233,0.000160338,0.005391999,0.000309347,-0.001608761,-0.006788134,-0.000247254,0.009105031,-0.000817139,-0.006011027,0.001212844,-0.007201434,-0.001960744,-0.001958287,0.002100469,-0.000617506,-0.002301244,1.227678571,5.691964286,12.38839286,14.28571429,2.160299826,2.361340574,1.69114848,2.584003927,0.669642857,1.674107143,5.580357143,14.28571429,1.742945604,2.195614034,1.943365192,2.313899191
160,1103.1219,1107.671858,20200313_1136.WAV,1103.1219,RUM,5,3,M8.98,1,CCF,1,M8.88,1,"the response CCF from M8.8812 is directed towards M8.88 as well, not directed towards M8.98. But it was probably elicited by M8.98's call",NA,NA,NA,20200313_0815_to_20200313_1359.Table.1.selections.txt,20200313_1136_sel160.wav,M8s,F,2/28/1998,M8,M8.88,M8s,F,6/30/1988,M8,M8.88,3/13/2020,8049,11579,adult,adult,no,no,YngA2A,contact,20200313_1136,NA,NA,1,1,1,1,20200313_1136_sel160.wav,1.061856448,0.356188533,0.659138299,0.404694324,0.002056841,0.000713494,-0.001410184,-0.000735811,-0.002413186,0.002275599,-0.000450243,-0.00025257,0.001815918,0.000798405,0.00012295,0.002607471,0.000796227,-0.000947195,-0.001836919,0.001533988,-0.000284054,0.001254084,-0.001652474,-0.003318646,0.004326535,-0.000408951,-0.000860656,-0.000376691,-0.000693658,0.001184561,-0.000163394,-2.76E-05,0.000340789,-0.00062015,0.001450124,0.002837802,0.00083923,-0.001672057,0.000460119,-0.000240147,-0.001650051,-9.44E-05,0.000656121,2.22E-05,0.000521886,-0.000773831,0.001331133,-0.000387098,-4.87E-05,0.000836905,-0.000850589,0.001148631,0.002711403,0.003145073,-0.00203529,0.000189064,-0.000549029,-0.000671344,0.002804756,-0.000647668,-0.002225192,-0.000403486,0.000407765,0.00011924,0.000280707,-0.000750268,-0.001246818,0.000250939,0.0030758,-0.000504316,-0.004045452,-3.53E-05,0.000105873,-0.002499065,0.006735744,-0.002464142,-0.001480304,0.00421583,1.339285714,2.232142857,5.803571429,10.9375,2.96139705,2.466937123,1.980755037,1.427254193,1.116071429,2.232142857,5.803571429,10.49107143,2.474110204,2.033878402,1.710112203,1.400564319
161,1106.995,1113.242305,20200313_1136.WAV,1106.995,RUM,17.8,3,M8.8812,1,CCF,1,M8.88,1,given right after CCF from M8.98 (both calls presumably directed to M8.88),NA,NA,NA,20200313_0815_to_20200313_1359.Table.1.selections.txt,20200313_1136_sel161.wav,M8s,F,4/24/2012,M8.88,M8.88,M8s,F,6/30/1988,M8,M8.88,3/13/2020,2880,11579,juv,adult,no,no,JuvOff,contact,20200313_1136,NA,NA,1,1,1,1,20200313_1136_sel161.wav,1.178011675,0.275538091,0.612074575,0.06007052,-0.002509809,-2.12E-05,-0.002163904,-0.000588644,-0.000269751,-0.004753394,0.001968385,0.001868244,-0.000250293,0.000945909,-0.000613616,0.006056581,-0.001045247,0.002891992,0.000806023,-6.23E-06,-0.001578261,-0.000852806,0.000360782,2.33E-05,-0.002050269,7.63E-05,0.000337221,-0.001415515,0.001274791,0.00171185,-2.16E-05,-0.0010215,-0.002116186,-0.001620901,0.000697253,0.002959285,0.003112649,-0.002846989,-0.00394739,-0.003729143,-0.001843782,-0.003997612,0.001697109,-0.001094283,-0.003925047,0.001427516,0.000747075,0.001061876,0.002075015,-0.000454367,0.000113164,0.000713453,0.001328638,0.001120082,-5.99E-06,-0.000492443,0.000752862,6.48E-05,-0.001971854,-0.000648439,0.001082541,0.000386912,0.000200614,0.005253615,-0.000131254,-0.000874192,0.000139997,-0.000432856,-0.004617041,0.000403723,0.001658694,-0.000265709,0.000866533,-0.003677365,-0.006164943,-0.003543673,8.01E-05,0.000470318,0.167410714,0.725446429,2.287946429,5.46875,3.01292816,1.915713062,1.783926319,2.817333733,0.167410714,1.5625,2.34375,5.524553571,2.069213763,2.118939172,1.854828145,2.193320959
164,1265.0908,1270.533741,20200313_1136.WAV,1265.0908,RUM,7,3,M8.98,1,CCF,1,M8.88,1,"M8.8812 calls right after M8.98, but both of their calls are CCF to M8.88",NA,NA,NA,20200313_0815_to_20200313_1359.Table.1.selections.txt,20200313_1136_sel164.wav,M8s,F,2/28/1998,M8,M8.88,M8s,F,6/30/1988,M8,M8.88,3/13/2020,8049,11579,adult,adult,no,no,YngA2A,contact,20200313_1136,NA,NA,1,1,1,1,20200313_1136_sel164.wav,0.707751947,0.308758377,0.565611781,0.648090043,0.005586292,0.000388346,0.003574954,-0.000863314,0.000545617,-0.000526376,0.001174686,0.000630338,-0.004134063,0.000128431,-0.000432786,0.003002373,0.0010546,0.003279856,-0.00122931,0.003151585,-0.000179902,0.000434707,-0.0005629,-0.001167021,0.001884104,0.000118732,0.001394858,0.007654887,-0.00342477,-0.004221423,-0.000110683,0.003865532,0.000644705,0.000703173,-0.000166166,0.002252036,0.000977936,0.000446818,-0.000684959,0.000290575,-0.001196202,-0.000459803,0.000856692,1.16E-05,-0.002338115,0.000515035,0.001472419,0.000184314,0.001682181,0.000143952,-0.001275508,0.001000387,0.000330089,0.000950989,-0.000103334,0.000483328,0.00012667,-0.00191121,0.002317448,0.000366486,-0.007209017,0.000844626,-0.001825343,0.003411236,-0.00064954,-0.001026939,-0.001699203,-5.49E-05,0.002550931,-0.000981239,-0.004983989,0.007181578,-0.000725647,-0.005132003,-0.000807738,-0.006350734,-9.69E-05,0.001904558,1.116071429,5.46875,8.370535714,11.83035714,3.102048669,4.18581094,2.421483246,2.646041812,0.334821429,2.008928571,5.46875,13.16964286,1.776511329,2.184460122,1.983165216,2.441454943
2,133.536,136.0111092,20200314_0821.WAV,133.536,RUM,NA,3,M9.9612,0.33,CCF,1,M9.96,1,"Leaderboard said it was M9.9612, but the reason he gave is that she was in front. M9.02, M9.0216, and M9.9612 are approaching M9.96 and the caller was definitely M9.9612, M9.02, or M9.0216",NA,NA,NA,20200314_0814_to_20200314_1254.Table.1.selections.txt,20200314_0821_sel2.wav,M9s,F,4/19/2012,M9.96,M9,M9s,F,6/30/1996,M9,M9,3/14/2020,2886,8658,juv,adult,no,no,JuvOff,contact,20200314_0821,NA,NA,0,1,1,1,20200314_0821_sel2.wav,1.309105714,0.434649311,0.695594637,-0.018696204,-0.009363207,0.000343533,-0.006280627,-0.001285785,-0.002946016,-0.000514762,-1.58E-05,0.001851764,-2.60E-05,0.000740239,-0.001544317,0.002968487,-0.002522965,0.003993446,0.00144795,-0.00246204,-0.001054623,-0.001186212,0.000436615,-0.000821346,0.003517165,-0.00091442,-0.002112739,0.000992127,-0.00119315,-0.003541044,0.000404565,-0.000125926,0.000371879,0.002610098,-0.001457116,0.001345986,0.000228625,0.002898404,-0.001351033,-0.002478984,0.001840838,0.002871443,-0.004156199,0.00199253,0.003653014,-0.002194107,-0.000956782,0.000121136,-0.001241815,-0.002319516,-0.001837131,-0.000659631,-0.001167862,-0.008220186,0.003763707,0.000495158,0.002119656,-0.002363592,-0.002814031,0.000197017,-0.007518501,0.000383745,-0.00240226,-0.0040166,0.001371285,-0.000399589,-0.001938298,-0.000663312,0.00521834,0.000516423,-0.003311416,-0.005095844,0.003886526,-0.001022225,0.001838868,0.003873855,-0.008904945,0.003839211,0.669642857,1.785714286,9.151785714,11.16071429,3.647512547,2.694015704,1.316894075,1.094837153,0.892857143,1.785714286,8.928571429,12.72321429,2.377492754,3.250925418,1.167719401,1.084580121
4,115.787,123.0584286,20200314_1353.WAV,115.787,RUM,NA,3,R13.95B06,1,GWG,1,R13.03,1,NA,NA,NA,NA,20200314_1353_to_20200314_1357.Table.1.selections.txt,20200314_1353_sel4.wav,VirtuesAmity,F,6/30/2006,R13.95B,R13.95B,VirtuesAmity,F,4/21/2003,R13,R13.95B,3/14/2020,5006,6172,adult,adult,no,no,AgeMts,greeting,20200314_1353,NA,NA,1,1,1,1,20200314_1353_sel4.wav,0.976278277,0.252340759,0.55759202,0.464176433,-0.007857625,-0.000379824,-0.005253553,-0.000622722,-0.000720891,-0.002231926,0.002238177,0.00118887,-0.001458944,-0.000703522,0.00073769,0.003756051,-1.00E-05,-0.000280315,0.00062771,0.000817918,-0.003156837,-1.15E-05,-0.000318918,-0.000435361,-9.22E-05,-0.000216457,0.001218953,0.00265541,0.00093419,-0.001610541,-4.09E-05,0.001641301,-0.001256651,-0.000277002,-7.21E-05,0.00265935,0.002233618,-0.004659824,-0.001885663,0.001466581,0.001253916,0.001280009,-0.000405181,0.000130814,0.001363365,-0.001280923,-0.00016213,-0.000167272,0.000851961,0.000169027,0.00024887,0.001754109,0.002531554,0.006214107,-0.001568145,-7.52E-05,0.000457513,0.000286801,0.000428149,-0.00081987,0.004074492,0.001157657,0.001756072,0.005237734,-0.000688951,-0.000919718,0.003349141,-9.09E-05,-0.002837279,0.000257516,0.003363066,-0.008710827,-0.002013908,-0.004569891,-0.002246415,-0.00280115,0.002861728,-0.00037617,0.223214286,1.004464286,4.910714286,7.254464286,1.813952459,2.241584206,1.824639371,1.725097442,0.223214286,1.227678571,1.897321429,5.245535714,1.946779281,1.497647249,1.803012359,1.431904358
8,155.915,163.1013826,20200314_1353.WAV,155.915,RUM,NA,3,R13.03,1,GWG,1,R13.95B06,1,Neither R13.03 nor R13.95B06 flapping ears but they are only possible callers. R13.03 is holding ears out with right front foot raise,NA,NA,NA,20200314_1353_to_20200314_1357.Table.1.selections.txt,20200314_1353_sel8.wav,VirtuesAmity,F,4/21/2003,R13,R13.95B,VirtuesAmity,F,6/30/2006,R13.95B,R13.95B,3/14/2020,6172,5006,adult,adult,no,no,AgeMts,greeting,20200314_1353,NA,NA,1,1,1,1,20200314_1353_sel8.wav,0.865924323,0.218098516,0.624550004,0.075574919,-0.00201233,0.000495535,-0.001356097,0.001739839,6.60E-05,0.000812196,0.002009183,-0.000134191,-0.002080593,-0.002313384,0.000363139,0.000228107,-0.000241914,0.00313964,-0.001488019,0.004009644,0.00140902,0.000852662,-0.000232959,-0.002053105,0.002098624,-0.000578582,0.001828512,0.005947111,-0.001336228,-0.004559689,-0.000258994,0.003268209,0.001066523,0.001420776,0.000329827,0.001559241,0.000127382,-0.000775546,-0.00052881,-0.000956007,-0.000732269,-0.002048825,0.001684484,-0.001868807,-0.003677983,0.001302912,9.74E-05,-0.00047206,-0.000628379,1.34E-05,0.000441561,-0.000449609,-0.000418185,4.29E-05,-5.13E-05,-0.000542287,-0.0007392,0.000146592,0.001904168,-0.000291752,-0.001656483,-0.000379894,-0.000744701,-0.000752156,-6.26E-05,0.000367284,-0.005861428,-0.000745585,0.000769408,0.000358196,0.001127023,0.001886891,0.003566445,-0.002227769,-0.004825286,-0.002212885,0.00099419,0.000156296,0.223214286,1.116071429,2.34375,12.61160714,2.132227747,2.128973615,1.741667366,2.970276433,0.223214286,1.116071429,2.008928571,12.72321429,1.706410327,1.628302723,2.253858745,2.632704877
5,21.7735,25.47461798,20200316_0916.WAV,21.7735,RUM,9,2,R23.93,1,CAF,1,R23,1,NA,NA,NA,NA,20200316_0845_to_20200316_1409.Table.1.selections.txt,20200316_0916_sel5.wav,Artists,F,6/30/1993,R23,R23,Artists,F,6/30/1976,NA,R23,3/16/2020,9756,15965,adult,adult,no,no,AdDau,contact,20200316_0916,NA,NA,1,1,1,1,20200316_0916_sel5.wav,1.290572069,0.303815424,0.626485416,0.324490199,0.002328644,0.000559789,0.001746227,-0.000791634,-0.002277396,0.00377188,-0.002974015,0.000766078,-7.84E-05,0.001443919,0.000570997,-0.000688173,-0.000461687,-0.004419183,0.001279687,-0.000953873,0.001201847,-0.000270507,9.67E-05,-0.000828822,0.004336884,0.000810996,-0.000112869,-0.000226139,-4.37E-05,-0.000286867,0.00062889,-0.000417686,-0.000677069,0.000745482,-0.001427946,0.003313552,0.00159811,-0.002559472,-0.000386322,0.001796161,0.001693228,0.003293639,-0.001983229,0.002268397,0.004900311,-0.001119028,-0.000254875,0.000877511,0.001807496,-0.000700161,0.001033646,0.003609659,0.004322346,0.00686348,-0.001717117,5.21E-05,0.001176861,-0.000801382,-0.000154907,0.000169036,-0.000989442,8.72E-05,-0.000799486,0.00896425,-9.29E-05,-0.001223261,-0.000754326,0.000802119,0.000872446,-0.000344532,-0.005464823,-0.001948593,-0.000701864,-0.001893546,-0.000784168,-0.002678597,-0.00099968,-0.004624074,2.790178571,5.580357143,11.38392857,13.72767857,2.72911709,4.095350178,2.507227009,2.209464922,1.5625,2.455357143,4.799107143,5.580357143,2.118957135,2.164682037,2.098852564,2.318687253
28,210.9489,217.3698691,20200317_0843.WAV,210.9489,RUM,NA,2,M9.02,1,GWG,1,M9.9612,1,On 12/9/20 changed caller from R9.02 to M9.02 (R was a clear typo). Notes from before 12/9/20: M9.02 APR M9.9612 and greets her,NA,NA,NA,20200317_0818_to_20200317_1353.Table.1.selections.txt,20200317_0843_sel28.wav,M9s,F,10/5/2002,M9,M9,M9s,F,4/19/2012,M9.96,M9,3/17/2020,6373,2889,adult,juv,no,no,A2J,greeting,20200317_0843,NA,NA,1,1,1,1,20200317_0843_sel28.wav,0.595439737,0.198114624,0.391072156,0.732820473,0.006137137,-0.000669733,0.004450002,0.003357435,0.001473834,-0.004759073,0.006772621,0.000865839,0.001935707,-0.004860798,3.31E-05,0.004057198,-0.001229539,0.003004421,-0.000580441,-0.0018409,-0.001429631,-0.001892201,-0.000750716,-0.001212205,-0.000923826,-0.000138001,0.000373372,-0.001478464,0.001134239,0.002308898,-0.000713999,-0.001872467,-0.001428172,-0.001670325,-0.000364931,0.003776162,0.002761818,-0.005350805,-0.003092903,-0.000587588,0.001363033,-0.000221296,0.002408628,-0.001240414,-0.001058068,0.000668805,0.000857324,0.001137268,0.00491972,0.000107911,-0.001919867,-0.001835195,-0.003036405,-0.003657683,0.002116136,-5.03E-05,0.001279833,0.000109538,-0.005360825,-0.000212603,-0.000197691,0.000944434,0.000581208,0.004250661,0.000544965,-0.00150283,0.00391866,-2.98E-05,0.002913696,-0.000981604,0.000963133,0.000313891,0.000654223,-0.001477475,-9.68E-05,-0.000545091,-0.000348916,0.000816351,0.223214286,1.674107143,11.38392857,13.28125,1.87497503,2.655432225,2.106841384,2.087778572,0.223214286,1.5625,2.566964286,13.28125,1.698219387,1.992730389,1.779811485,1.844929859
50,74.4035,80.95203804,20200317_0948.WAV,74.4035,RUM,10,2,M9.9612,1,GWG,1,M9.08,1,"M9.08 APR M9.9612 from behind, then M9.9612 calls to M9.08",NA,NA,NA,20200317_0818_to_20200317_1353.Table.1.selections.txt,20200317_0948_sel50.wav,M9s,F,4/19/2012,M9.96,M9,M9s,F,10/10/2008,M9,M9,3/17/2020,2889,4176,juv,adult,no,no,AgeMts,greeting,20200317_0948,NA,NA,1,1,1,1,20200317_0948_sel50.wav,0.867432002,0.302877312,0.618615823,0.170671344,-0.000758538,0.000317905,-0.000390258,0.003187936,0.000559613,-0.00117721,0.005268808,-0.000487066,0.001640613,-0.004394424,0.00104173,0.001207245,-0.000984988,0.00122296,-0.000426755,-0.000938067,-0.000151567,-0.00253558,-0.001835899,-0.002264128,0.00150666,-0.001633192,-0.000120942,0.001404417,0.000349041,-0.00068275,-0.000879263,-0.000711819,-0.000486516,-0.001243614,0.000149949,0.001384905,0.001723736,-0.003027059,-8.52E-05,0.002471421,0.002761303,0.003525206,-0.001338513,0.001296167,0.003042506,-0.001136115,0.000208534,-0.000107861,-0.000381782,0.000520486,-0.001210434,-0.002228331,-0.003068434,-0.004244876,0.001292485,0.000201125,0.000371279,0.000220407,-0.002876882,-0.000522856,0.004201853,1.20E-06,0.000526085,0.000855712,0.000335737,-0.000114927,0.000729944,0.000599889,0.001574118,1.92E-05,-0.001373882,-0.002621942,-0.001242051,-0.000596976,-0.001984555,-0.003404994,-0.000318784,-0.002709339,1.339285714,2.008928571,4.910714286,7.142857143,2.396797221,3.915597444,2.094120037,1.896964525,0.223214286,2.008928571,5.803571429,13.50446429,1.517868832,2.218198858,1.358948515,2.070938445
63,11.6772,15.87411319,20200317_1010.WAV,11.6772,RUM,11,2,M9.96,1,GWG,1,M9.9612,1,M9.9612 APR M9.96 from behind,NA,NA,NA,20200317_0818_to_20200317_1353.Table.1.selections.txt,20200317_1010_sel63.wav,M9s,F,6/30/1996,M9,M9,M9s,F,4/19/2012,M9.96,M9,3/17/2020,8661,2889,adult,juv,no,no,MomJuv,greeting,20200317_1010,NA,NA,1,1,1,1,20200317_1010_sel63.wav,0.417623286,0.254465911,0.48053007,0.73638972,-0.000619814,2.02E-05,-0.000300951,-0.002209271,0.000659254,0.004129843,-0.002804147,-0.000698412,-0.003056904,0.000224243,0.00124549,-0.002665374,0.000539599,-0.004177617,-0.00041225,-0.001064838,0.00308286,0.00011565,-0.000989932,-0.000572241,-0.003477111,0.000557093,0.00110022,0.000992436,-0.000321784,-0.000441038,-0.0012463,0.000289794,-0.000634653,-0.001186783,0.000771197,0.00338599,0.001387878,-0.004612222,-0.001715279,-0.000775566,-0.000563386,0.000587499,-0.001528608,0.000580255,0.003425913,-0.000633989,0.000126291,0.000837935,0.001437884,-0.000724066,-0.000888489,0.000246203,0.000370469,0.002269824,-0.000396469,-0.00075781,-0.000555378,-0.000798638,0.002664319,0.000243471,0.000255015,0.00120757,-0.000430334,0.005500813,-0.001322147,-0.001145046,0.000611451,-0.000224681,-0.001395638,0.000149138,-0.004371993,0.004836444,0.00669469,-0.002991785,0.00045348,0.001975135,-0.001177962,-0.001408995,1.227678571,5.803571429,9.263392857,12.5,3.619968067,1.999029462,2.043013095,1.666480627,0.334821429,1.227678571,2.120535714,5.691964286,1.703212897,2.729323426,1.585478672,1.683095926
67,63.7533,67.63597176,20200317_1010.WAV,63.7533,RUM,10.8,2,M9.9612,1,GWG,1,M9.96,1,NA,NA,NA,NA,20200317_0818_to_20200317_1353.Table.1.selections.txt,20200317_1010_sel67.wav,M9s,F,4/19/2012,M9.96,M9,M9s,F,6/30/1996,M9,M9,3/17/2020,2889,8661,juv,adult,no,no,JuvOff,greeting,20200317_1010,NA,NA,1,1,1,1,20200317_1010_sel67.wav,0.314007852,0.214089386,0.4040788,0.662250017,0.0003471,0.000666476,-0.000414125,0.002399094,0.001538396,-0.003199057,0.003954574,0.001148581,0.000171578,-0.003497516,-0.00100528,0.003709637,-0.00115149,0.002984599,-0.000810185,-0.000763731,-0.000939785,-0.001351169,-0.000739187,-0.002567537,0.000286395,-0.001698102,0.000818407,0.002208939,0.00043709,-0.000215472,0.000404523,-0.000331442,-0.001188599,-0.00117938,-0.000647793,0.003235186,0.001988337,-0.003483568,-0.002177469,0.000304536,0.001370161,0.001034344,-0.001237328,0.000915906,0.001997398,-0.001058735,-3.28E-05,-0.000187545,-0.001548099,0.001080759,-0.000346493,-0.000992139,-0.002432011,-0.003909247,0.001178755,0.000819325,0.000470595,0.000857224,-0.001903569,0.000143122,0.002687737,-0.0011925,-2.47E-05,-0.000783913,-0.001152572,-0.000149702,0.001044831,0.000429304,-0.000849452,0.000113106,-0.000515662,-0.002429978,-0.003530116,-0.000263545,-0.003424162,-0.003303338,0.000377183,-0.002060663,1.785714286,6.473214286,12.27678571,12.94642857,4.297411725,2.441406346,1.377692615,1.466365376,1.339285714,2.455357143,6.026785714,12.94642857,3.019957708,1.829054135,1.813006636,1.677252594
71,75.308,78.9143491,20200317_1010.WAV,75.308,RUM,10.8,2,M9.9612,1,GWG,1,M9.96,1,NA,NA,NA,NA,20200317_0818_to_20200317_1353.Table.1.selections.txt,20200317_1010_sel71.wav,M9s,F,4/19/2012,M9.96,M9,M9s,F,6/30/1996,M9,M9,3/17/2020,2889,8661,juv,adult,no,no,JuvOff,greeting,20200317_1010,NA,NA,1,1,1,1,20200317_1010_sel71.wav,0.781584103,0.304791073,0.656141739,0.201157248,0.004283442,-4.81E-05,0.002922835,0.003265737,0.001194628,-0.003654943,0.007881374,0.000209671,0.000812987,-0.005231638,0.001910704,0.003667835,-0.001500586,0.003121391,-0.000650815,-0.001395389,-9.70E-06,-0.002895871,-0.00040972,-0.00257238,0.001728772,-0.002219546,0.000357872,0.003076735,0.000715661,-0.002120167,1.17E-05,-0.00137549,-0.001376725,-0.00105802,0.00067659,0.00318222,0.001784537,-0.003216267,-0.002189404,0.000669301,0.002806995,0.000759131,-0.00057307,0.000462524,0.002321878,-4.54E-05,0.000467788,-0.000104944,0.002246233,0.000105012,-0.000202084,-0.002551849,-0.002001017,-0.004431454,0.001929358,8.05E-05,0.00269091,-0.000499668,-0.00701513,0.000155519,0.002306266,0.000594032,0.001468841,0.00440922,0.000416061,-0.001315288,0.001445429,9.81E-05,0.001238309,-0.000326743,0.002384529,-0.004228298,0.000255568,-0.000282811,-0.004463257,0.000506384,0.001465246,-0.005413368,1.339285714,8.705357143,12.05357143,13.83928571,3.108081541,1.950764252,2.872853356,2.144019259,0.446428571,1.339285714,6.473214286,12.05357143,1.489508694,2.778632249,1.460108289,1.307484818
84,343.6901,349.8559313,20200317_1010.WAV,343.6901,RUM,11,3,M9.96,1,GWG,1,M9,1,Leaderboard said context was GWG to M9. M9 had already been standing next to M9.96 for a little while,NA,NA,NA,20200317_0818_to_20200317_1353.Table.1.selections.txt,20200317_1010_sel84.wav,M9s,F,6/30/1996,M9,M9,M9s,F,6/30/1971,NA,M9,3/17/2020,8661,17793,adult,adult,no,no,AdDau,greeting,20200317_1010,NA,NA,1,1,1,1,20200317_1010_sel84.wav,0.349155604,0.209396112,0.460558305,0.385232637,-0.000928345,0.000672204,-0.000578649,2.25E-05,-0.000624723,0.000792923,-0.002040653,-0.00129892,-0.000778008,-0.000629389,0.000120915,-0.001285276,-0.000305275,-0.002781912,0.000985571,-0.002821622,0.000323918,-0.002835894,0.0009301,-2.93E-05,-0.002379449,0.001811091,0.000326333,-0.001897359,-0.000277489,0.00058229,-0.000321987,0.000252772,-0.00080166,0.00057082,-0.000559365,0.002626476,0.001712773,-0.002268429,-0.000323807,0.000270447,0.000564993,0.004466131,-0.003263807,0.002487617,0.004345272,-0.001164972,-0.000555168,-8.52E-05,0.00088695,-0.000106067,-0.000697803,-0.001398593,-0.00197873,-0.003427701,0.00044679,0.000602497,-0.001607036,0.000197671,0.003316728,-0.000177284,0.000736864,8.43E-07,0.000931815,0.003820462,-0.000717639,8.30E-05,-0.005235022,-0.001124855,0.000198172,0.000263622,-0.005555572,0.001043978,0.001931311,-0.00469804,0.000990046,0.005001478,0.000560759,-0.001268183,0.669642857,2.120535714,6.026785714,12.27678571,1.998274083,1.866503727,2.102903206,1.841173769,0.223214286,1.785714286,5.357142857,12.27678571,1.595687262,2.153705845,1.562970148,2.561821792
96,349.2834,355.2791394,20200317_1041.WAV,349.2834,RUM,12,3,M9.08,1,GWG,1,M9.96,1,Leaderboard IDed this. I didn't see,NA,NA,NA,20200317_0818_to_20200317_1353.Table.1.selections.txt,20200317_1041_sel96.wav,M9s,F,10/10/2008,M9,M9,M9s,F,6/30/1996,M9,M9,3/17/2020,4176,8661,adult,adult,no,no,YngA2A,greeting,20200317_1041,NA,NA,1,1,1,1,20200317_1041_sel96.wav,0.089964105,0.155359277,0.257838166,0.789486677,0.001325281,-0.000439554,0.0012182,-3.04E-05,0.000502471,-0.000421928,0.000238306,-0.000290585,-0.003246394,-9.12E-05,-0.000130676,0.000664689,0.000254953,0.001658793,-0.000385148,0.001195527,-0.000644838,-0.000986594,0.000732861,-0.000499668,-0.001381135,-0.000859502,0.003099012,0.005398799,-0.00026799,-0.004251506,-0.000374694,0.002997615,9.79E-05,1.89E-05,-0.000122052,-0.000133205,-0.000147603,-0.000917825,-0.000292225,0.002149563,0.00130739,0.000480128,0.000971834,-0.000309076,-0.000742431,-0.000274536,0.000833279,5.57E-05,-0.000368822,4.59E-05,-0.000836747,-0.001425942,-0.002201703,-0.002745412,4.81E-05,0.00039735,-0.000261971,0.00092021,0.000151506,-0.000647532,0.005374471,0.000137763,0.001429326,0.002321632,-0.000336022,-0.000786303,0.001553864,9.94E-05,-0.001520844,0.000666001,0.001413221,-0.004230302,0.000973281,0.000255091,0.000201764,-0.003765662,0.000694269,-0.00346535,0.669642857,2.901785714,5.46875,13.39285714,2.362059939,1.90437549,2.600987199,1.792725051,0.558035714,2.120535714,2.901785714,5.46875,1.994256912,1.906491415,1.605063462,2.23369822
